Country;commodity_code;commodity_desc;Sub-commodity;year;value
Albania;109;petroleum crude;;1992;985000
Algeria;109;petroleum crude;;1992;52100000
Angola;109;petroleum crude;;1992;26356000
Argentina;109;petroleum crude;;1992;29415684
Australia;109;petroleum crude;;1992;28326395
Austria;109;petroleum crude;;1992;1179933
Azerbaijan;109;petroleum crude;;1992;11158000
Bahrain;109;petroleum crude;;1992;6200000
Barbados;109;petroleum crude;;1992;65716
Belarus;109;petroleum crude;;1992;2000500
Benin;109;petroleum crude;;1992;
Bolivia;109;petroleum crude;;1992;985000
Brazil;109;petroleum crude;;1992;32799027
Brunei;109;petroleum crude;;1992;8142000
Bulgaria;109;petroleum crude;;1992;53000
Cameroon;109;petroleum crude;;1992;7709000
Canada;109;petroleum crude;;1992;85129400
Chad;109;petroleum crude;;1992;
Chile;109;petroleum crude;;1992;786550
China;109;petroleum crude;;1992;142100000
Colombia;109;petroleum crude;;1992;22593500
Congo;109;petroleum crude;;1992;8659600
Congo, Democratic Republic;109;petroleum crude;;1992;1302000
Croatia;109;petroleum crude;;1992;1742851
Cuba;109;petroleum crude;;1992;882100
Czech Republic;109;petroleum crude;;1992;0
Czechoslovakia;109;petroleum crude;;1992;143467
Denmark;109;petroleum crude;;1992;7611388
Ecuador;109;petroleum crude;;1992;16344278
Egypt;109;petroleum crude;;1992;43821000
Equatorial Guinea;109;petroleum crude;;1992;75000
Eritrea;109;petroleum crude;;1992;0
Estonia;109;petroleum crude;;1992;2320000
France;109;petroleum crude;;1992;2868000
Gabon;109;petroleum crude;;1992;14982000
Georgia;109;petroleum crude;;1992;201000
Germany;109;petroleum crude;;1992;3303634
Ghana;109;petroleum crude;;1992;
Greece;109;petroleum crude;;1992;697739
Guatemala;109;petroleum crude;;1992;284473
Hungary;109;petroleum crude;;1992;1825000
India;109;petroleum crude;;1992;26950000
Indonesia;109;petroleum crude;;1992;74327000
Iran;109;petroleum crude;;1992;173172000
Iraq;109;petroleum crude;;1992;20871000
Israel;109;petroleum crude;;1992;
Italy;109;petroleum crude;;1992;4468191
Ivory Coast;109;petroleum crude;;1992;63000
Japan;109;petroleum crude;;1992;852000
Jordan;109;petroleum crude;;1992;
Kazakhstan;109;petroleum crude;;1992;21933600
Kuwait;109;petroleum crude;;1992;53121000
Kyrgyzstan;109;petroleum crude;;1992;113000
Libya;109;petroleum crude;;1992;73968000
Lithuania;109;petroleum crude;;1992;63800
Malaysia;109;petroleum crude;;1992;31300000
Mexico;109;petroleum crude;;1992;142950000
Mongolia;109;petroleum crude;;1992;
Morocco;109;petroleum crude;;1992;
Myanmar;109;petroleum crude;;1992;775974
Netherlands;109;petroleum crude;;1992;2845000
New Zealand;109;petroleum crude;;1992;1744500
Nigeria;109;petroleum crude;;1992;97437918
Norway;109;petroleum crude;;1992;106977000
Oman;109;petroleum crude;;1992;36961266
Pakistan;109;petroleum crude;;1992;2977000
Papua New Guinea;109;petroleum crude;;1992;2123000
Peru;109;petroleum crude;;1992;5710510
Philippines;109;petroleum crude;;1992;537000
Poland;109;petroleum crude;;1992;199300
Qatar;109;petroleum crude;;1992;23000000
Romania;109;petroleum crude;;1992;6608000
Russia;109;petroleum crude;;1992;398810000
Saudi Arabia;109;petroleum crude;;1992;420104000
Senegal;109;petroleum crude;;1992;
Serbia and Montenegro;109;petroleum crude;;1992;1165000
Slovakia;109;petroleum crude;;1992;0
Slovenia;109;petroleum crude;;1992;
South Africa;109;petroleum crude;;1992;
Spain;109;petroleum crude;;1992;1071538
Sudan;109;petroleum crude;;1992;
Suriname;109;petroleum crude;;1992;263844
Syria;109;petroleum crude;;1992;27660000
Taiwan;109;petroleum crude;;1992;66000
Tajikistan;109;petroleum crude;;1992;96000
Thailand;109;petroleum crude;;1992;2315000
Trinidad & Tobago;109;petroleum crude;;1992;6994400
Tunisia;109;petroleum crude;;1992;5195000
Turkey;109;petroleum crude;;1992;4296026
Turkmenistan;109;petroleum crude;;1992;5227000
USA;109;petroleum crude;;1992;356936000
Ukraine;109;petroleum crude;;1992;4400000
United Arab Emirates;109;petroleum crude;;1992;119200963
United Kingdom;109;petroleum crude;;1992;89184000
Uzbekistan;109;petroleum crude;;1992;3300000
Venezuela;109;petroleum crude;;1992;125762000
Vietnam;109;petroleum crude;;1992;5401000
Yemen, Republic of;109;petroleum crude;;1992;8433626
Albania;109;petroleum crude;;1993;568045
Algeria;109;petroleum crude;;1993;52082000
Angola;109;petroleum crude;;1993;24980000
Argentina;109;petroleum crude;;1993;31519250
Australia;109;petroleum crude;;1993;26300345
Austria;109;petroleum crude;;1993;1155224
Azerbaijan;109;petroleum crude;;1993;10262000
Bahrain;109;petroleum crude;;1993;2032000
Barbados;109;petroleum crude;;1993;63471
Belarus;109;petroleum crude;;1993;2005300
Benin;109;petroleum crude;;1993;194000
Bolivia;109;petroleum crude;;1993;1071000
Brazil;109;petroleum crude;;1993;34570042
Brunei;109;petroleum crude;;1993;8310000
Bulgaria;109;petroleum crude;;1993;43000
Cameroon;109;petroleum crude;;1993;6978000
Canada;109;petroleum crude;;1993;88765300
Chad;109;petroleum crude;;1993;
Chile;109;petroleum crude;;1993;752660
China;109;petroleum crude;;1993;145237400
Colombia;109;petroleum crude;;1993;23358814
Congo;109;petroleum crude;;1993;9428200
Congo, Democratic Republic;109;petroleum crude;;1993;1172000
Croatia;109;petroleum crude;;1993;1729110
Cuba;109;petroleum crude;;1993;1131000
Czech Republic;109;petroleum crude;;1993;107000
Czechoslovakia;109;petroleum crude;;1993;
Denmark;109;petroleum crude;;1993;8298537
Ecuador;109;petroleum crude;;1993;17497489
Egypt;109;petroleum crude;;1993;44967000
Equatorial Guinea;109;petroleum crude;;1993;234000
Eritrea;109;petroleum crude;;1993;0
Estonia;109;petroleum crude;;1993;2204000
France;109;petroleum crude;;1993;2752530
Gabon;109;petroleum crude;;1993;14898000
Georgia;109;petroleum crude;;1993;88200
Germany;109;petroleum crude;;1993;3052642
Ghana;109;petroleum crude;;1993;
Greece;109;petroleum crude;;1993;568306
Guatemala;109;petroleum crude;;1993;347800
Hungary;109;petroleum crude;;1993;1709000
India;109;petroleum crude;;1993;27027000
