Country;commodity_code;commodity_desc;Sub-commodity;year;value
Australia;119;rare earth minerals;Monazite;1972;
Australia;119;rare earth minerals;Xenotime;1972;
Brazil;119;rare earth minerals;Monazite;1972;
Burundi;119;rare earth minerals;Bastnaesite;1972;
India;119;rare earth minerals;Monazite;1972;
Madagascar;119;rare earth minerals;Bastnaesite;1972;
Malaysia;119;rare earth minerals;Monazite;1972;
Malaysia;119;rare earth minerals;Xenotime;1972;
Nigeria;119;rare earth minerals;Monazite;1972;
Sri Lanka;119;rare earth minerals;Monazite;1972;
Thailand;119;rare earth minerals;Monazite;1972;
Thailand;119;rare earth minerals;Xenotime;1972;
USA;119;rare earth minerals;Bastnaesite;1972;
USA;119;rare earth minerals;Monazite;1972;
Zaire;119;rare earth minerals;Monazite;1972;
Australia;119;rare earth minerals;Monazite;1973;
Australia;119;rare earth minerals;Xenotime;1973;
Brazil;119;rare earth minerals;Monazite;1973;
Burundi;119;rare earth minerals;Bastnaesite;1973;
India;119;rare earth minerals;Monazite;1973;
Madagascar;119;rare earth minerals;Bastnaesite;1973;
Malaysia;119;rare earth minerals;Monazite;1973;
Malaysia;119;rare earth minerals;Xenotime;1973;
Nigeria;119;rare earth minerals;Monazite;1973;
Sri Lanka;119;rare earth minerals;Monazite;1973;
Thailand;119;rare earth minerals;Monazite;1973;
Thailand;119;rare earth minerals;Xenotime;1973;
USA;119;rare earth minerals;Bastnaesite;1973;
USA;119;rare earth minerals;Monazite;1973;
Zaire;119;rare earth minerals;Monazite;1973;
Australia;119;rare earth minerals;Monazite;1974;
Australia;119;rare earth minerals;Xenotime;1974;
Brazil;119;rare earth minerals;Monazite;1974;
Burundi;119;rare earth minerals;Bastnaesite;1974;
India;119;rare earth minerals;Monazite;1974;
Madagascar;119;rare earth minerals;Bastnaesite;1974;
Malaysia;119;rare earth minerals;Monazite;1974;
Malaysia;119;rare earth minerals;Xenotime;1974;
Nigeria;119;rare earth minerals;Monazite;1974;
Sri Lanka;119;rare earth minerals;Monazite;1974;
Thailand;119;rare earth minerals;Monazite;1974;
Thailand;119;rare earth minerals;Xenotime;1974;
USA;119;rare earth minerals;Bastnaesite;1974;
USA;119;rare earth minerals;Monazite;1974;
Zaire;119;rare earth minerals;Monazite;1974;
Australia;119;rare earth minerals;Monazite;1975;4507
Australia;119;rare earth minerals;Xenotime;1975;20
Brazil;119;rare earth minerals;Monazite;1975;
Burundi;119;rare earth minerals;Bastnaesite;1975;82
India;119;rare earth minerals;Monazite;1975;3000
Madagascar;119;rare earth minerals;Bastnaesite;1975;
Malaysia;119;rare earth minerals;Monazite;1975;3285
Malaysia;119;rare earth minerals;Xenotime;1975;25
Nigeria;119;rare earth minerals;Monazite;1975;20
Sri Lanka;119;rare earth minerals;Monazite;1975;6
Thailand;119;rare earth minerals;Monazite;1975;367
Thailand;119;rare earth minerals;Xenotime;1975;0
USA;119;rare earth minerals;Bastnaesite;1975;14940
USA;119;rare earth minerals;Monazite;1975;750
Zaire;119;rare earth minerals;Monazite;1975;298
Australia;119;rare earth minerals;Monazite;1976;5310
Australia;119;rare earth minerals;Xenotime;1976;7
Brazil;119;rare earth minerals;Monazite;1976;1610
Burundi;119;rare earth minerals;Bastnaesite;1976;139
India;119;rare earth minerals;Monazite;1976;2994
Madagascar;119;rare earth minerals;Bastnaesite;1976;
Malaysia;119;rare earth minerals;Monazite;1976;1879
Malaysia;119;rare earth minerals;Xenotime;1976;79
Nigeria;119;rare earth minerals;Monazite;1976;20
Sri Lanka;119;rare earth minerals;Monazite;1976;1
Thailand;119;rare earth minerals;Monazite;1976;0
Thailand;119;rare earth minerals;Xenotime;1976;0
USA;119;rare earth minerals;Bastnaesite;1976;13039
USA;119;rare earth minerals;Monazite;1976;600
Zaire;119;rare earth minerals;Monazite;1976;125
Australia;119;rare earth minerals;Monazite;1977;9379
Australia;119;rare earth minerals;Xenotime;1977;12
Brazil;119;rare earth minerals;Monazite;1977;2441
Burundi;119;rare earth minerals;Bastnaesite;1977;165
India;119;rare earth minerals;Monazite;1977;2734
Madagascar;119;rare earth minerals;Bastnaesite;1977;
Malaysia;119;rare earth minerals;Monazite;1977;1976
Malaysia;119;rare earth minerals;Xenotime;1977;35
Nigeria;119;rare earth minerals;Monazite;1977;20
Sri Lanka;119;rare earth minerals;Monazite;1977;0
Thailand;119;rare earth minerals;Monazite;1977;0
Thailand;119;rare earth minerals;Xenotime;1977;50
USA;119;rare earth minerals;Bastnaesite;1977;15359
USA;119;rare earth minerals;Monazite;1977;600
Zaire;119;rare earth minerals;Monazite;1977;96
Australia;119;rare earth minerals;Monazite;1978;14992
Australia;119;rare earth minerals;Xenotime;1978;23
Brazil;119;rare earth minerals;Monazite;1978;2541
Burundi;119;rare earth minerals;Bastnaesite;1978;40
India;119;rare earth minerals;Monazite;1978;3303
Madagascar;119;rare earth minerals;Bastnaesite;1978;
Malaysia;119;rare earth minerals;Monazite;1978;1607
Malaysia;119;rare earth minerals;Xenotime;1978;0
Nigeria;119;rare earth minerals;Monazite;1978;20
Sri Lanka;119;rare earth minerals;Monazite;1978;18
Thailand;119;rare earth minerals;Monazite;1978;0
Thailand;119;rare earth minerals;Xenotime;1978;0
USA;119;rare earth minerals;Bastnaesite;1978;14148
USA;119;rare earth minerals;Monazite;1978;1250
Zaire;119;rare earth minerals;Monazite;1978;77
Australia;119;rare earth minerals;Monazite;1979;16340
Australia;119;rare earth minerals;Xenotime;1979;19
Brazil;119;rare earth minerals;Monazite;1979;2318
Burundi;119;rare earth minerals;Bastnaesite;1979;
India;119;rare earth minerals;Monazite;1979;3254
Madagascar;119;rare earth minerals;Bastnaesite;1979;22
Malaysia;119;rare earth minerals;Monazite;1979;466
Malaysia;119;rare earth minerals;Xenotime;1979;0
Nigeria;119;rare earth minerals;Monazite;1979;20
Sri Lanka;119;rare earth minerals;Monazite;1979;4
Thailand;119;rare earth minerals;Monazite;1979;32
Thailand;119;rare earth minerals;Xenotime;1979;6
USA;119;rare earth minerals;Bastnaesite;1979;16515
USA;119;rare earth minerals;Monazite;1979;1200
Zaire;119;rare earth minerals;Monazite;1979;92
Australia;119;rare earth minerals;Monazite;1980;14079
Australia;119;rare earth minerals;Xenotime;1980;27
Brazil;119;rare earth minerals;Monazite;1980;2532
Burundi;119;rare earth minerals;Bastnaesite;1980;
India;119;rare earth minerals;Monazite;1980;3395
Madagascar;119;rare earth minerals;Bastnaesite;1980;23
Malaysia;119;rare earth minerals;Monazite;1980;327
Malaysia;119;rare earth minerals;Xenotime;1980;0
Nigeria;119;rare earth minerals;Monazite;1980;20
Sri Lanka;119;rare earth minerals;Monazite;1980;63
Thailand;119;rare earth minerals;Monazite;1980;152
Thailand;119;rare earth minerals;Xenotime;1980;52
USA;119;rare earth minerals;Bastnaesite;1980;15986
USA;119;rare earth minerals;Monazite;1980;700
Zaire;119;rare earth minerals;Monazite;1980;51
Australia;119;rare earth minerals;Monazite;1981;13282
Australia;119;rare earth minerals;Xenotime;1981;52
Brazil;119;rare earth minerals;Monazite;1981;2460
Burundi;119;rare earth minerals;Bastnaesite;1981;
India;119;rare earth minerals;Monazite;1981;3704
Madagascar;119;rare earth minerals;Bastnaesite;1981;23
Malaysia;119;rare earth minerals;Monazite;1981;320
Malaysia;119;rare earth minerals;Xenotime;1981;24
Nigeria;119;rare earth minerals;Monazite;1981;
Sri Lanka;119;rare earth minerals;Monazite;1981;60
Thailand;119;rare earth minerals;Monazite;1981;107
Thailand;119;rare earth minerals;Xenotime;1981;45
USA;119;rare earth minerals;Bastnaesite;1981;17082
USA;119;rare earth minerals;Monazite;1981;850
Zaire;119;rare earth minerals;Monazite;1981;35
