Country;commodity_code;commodity_desc;Sub-commodity;year;value
Albania;102;nickel mine;;1972;4600
Australia;102;nickel mine;;1972;35500
Botswana;102;nickel mine;;1972;0
Brazil;102;nickel mine;;1972;3398
Canada;102;nickel mine;;1972;234949
China;102;nickel mine;;1972;
Colombia;102;nickel mine;;1972;
Cuba;102;nickel mine;;1972;36789
Dominican Republic;102;nickel mine;;1972;17400
Finland;102;nickel mine;;1972;5350
German Democratic Rep;102;nickel mine;;1972;
Greece;102;nickel mine;;1972;11300
Guatemala;102;nickel mine;;1972;
Indonesia;102;nickel mine;;1972;14100
Morocco;102;nickel mine;;1972;230
Myanmar;102;nickel mine;;1972;15
New Caledonia;102;nickel mine;;1972;108061
Norway;102;nickel mine;;1972;377
Philippines;102;nickel mine;;1972;384
Poland;102;nickel mine;;1972;1500
Rhodesia;102;nickel mine;;1972;12000
South Africa;102;nickel mine;;1972;11656
Soviet Union;102;nickel mine;;1972;115000
USA;102;nickel mine;;1972;15299
Yugoslavia;102;nickel mine;;1972;
Zimbabwe;102;nickel mine;;1972;
Albania;102;nickel mine;;1973;6000
Australia;102;nickel mine;;1973;40100
Botswana;102;nickel mine;;1973;500
Brazil;102;nickel mine;;1973;4122
Canada;102;nickel mine;;1973;249047
China;102;nickel mine;;1973;
Colombia;102;nickel mine;;1973;
Cuba;102;nickel mine;;1973;35199
Dominican Republic;102;nickel mine;;1973;28298
Finland;102;nickel mine;;1973;5800
German Democratic Rep;102;nickel mine;;1973;
Greece;102;nickel mine;;1973;13900
Guatemala;102;nickel mine;;1973;
Indonesia;102;nickel mine;;1973;18800
Morocco;102;nickel mine;;1973;300
Myanmar;102;nickel mine;;1973;21
New Caledonia;102;nickel mine;;1973;115372
Norway;102;nickel mine;;1973;465
Philippines;102;nickel mine;;1973;399
Poland;102;nickel mine;;1973;1500
Rhodesia;102;nickel mine;;1973;11800
South Africa;102;nickel mine;;1973;19426
Soviet Union;102;nickel mine;;1973;115000
USA;102;nickel mine;;1973;16576
Yugoslavia;102;nickel mine;;1973;
Zimbabwe;102;nickel mine;;1973;
Albania;102;nickel mine;;1974;6000
Australia;102;nickel mine;;1974;45981
Botswana;102;nickel mine;;1974;2572
Brazil;102;nickel mine;;1974;3536
Canada;102;nickel mine;;1974;269071
China;102;nickel mine;;1974;
Colombia;102;nickel mine;;1974;
Cuba;102;nickel mine;;1974;33879
Dominican Republic;102;nickel mine;;1974;30492
Finland;102;nickel mine;;1974;6300
German Democratic Rep;102;nickel mine;;1974;
Greece;102;nickel mine;;1974;15100
Guatemala;102;nickel mine;;1974;
Indonesia;102;nickel mine;;1974;16000
Morocco;102;nickel mine;;1974;500
Myanmar;102;nickel mine;;1974;22
New Caledonia;102;nickel mine;;1974;136800
Norway;102;nickel mine;;1974;536
Philippines;102;nickel mine;;1974;326
Poland;102;nickel mine;;1974;2000
Rhodesia;102;nickel mine;;1974;11500
South Africa;102;nickel mine;;1974;22100
Soviet Union;102;nickel mine;;1974;120000
USA;102;nickel mine;;1974;15076
Yugoslavia;102;nickel mine;;1974;
Zimbabwe;102;nickel mine;;1974;
Albania;102;nickel mine;;1975;6500
Australia;102;nickel mine;;1975;75825
Botswana;102;nickel mine;;1975;6467
Brazil;102;nickel mine;;1975;3190
Canada;102;nickel mine;;1975;242180
China;102;nickel mine;;1975;
Colombia;102;nickel mine;;1975;
Cuba;102;nickel mine;;1975;37300
Dominican Republic;102;nickel mine;;1975;26900
Finland;102;nickel mine;;1975;5700
German Democratic Rep;102;nickel mine;;1975;2400
Greece;102;nickel mine;;1975;14800
Guatemala;102;nickel mine;;1975;
Indonesia;102;nickel mine;;1975;14600
Morocco;102;nickel mine;;1975;500
Myanmar;102;nickel mine;;1975;19
New Caledonia;102;nickel mine;;1975;133282
Norway;102;nickel mine;;1975;304
Philippines;102;nickel mine;;1975;9364
Poland;102;nickel mine;;1975;2500
Rhodesia;102;nickel mine;;1975;9121
South Africa;102;nickel mine;;1975;20754
Soviet Union;102;nickel mine;;1975;125000
USA;102;nickel mine;;1975;15410
Yugoslavia;102;nickel mine;;1975;
Zimbabwe;102;nickel mine;;1975;
Albania;102;nickel mine;;1976;7000
Australia;102;nickel mine;;1976;82532
Botswana;102;nickel mine;;1976;12581
Brazil;102;nickel mine;;1976;5273
Canada;102;nickel mine;;1976;240825
China;102;nickel mine;;1976;9000
Colombia;102;nickel mine;;1976;
Cuba;102;nickel mine;;1976;37021
Dominican Republic;102;nickel mine;;1976;24400
Finland;102;nickel mine;;1976;6400
German Democratic Rep;102;nickel mine;;1976;2500
Greece;102;nickel mine;;1976;16448
Guatemala;102;nickel mine;;1976;0
Indonesia;102;nickel mine;;1976;13800
Morocco;102;nickel mine;;1976;200
Myanmar;102;nickel mine;;1976;24
New Caledonia;102;nickel mine;;1976;118945
Norway;102;nickel mine;;1976;400
Philippines;102;nickel mine;;1976;15239
Poland;102;nickel mine;;1976;1400
Rhodesia;102;nickel mine;;1976;13616
South Africa;102;nickel mine;;1976;22371
Soviet Union;102;nickel mine;;1976;130000
USA;102;nickel mine;;1976;14940
Yugoslavia;102;nickel mine;;1976;
Zimbabwe;102;nickel mine;;1976;
Albania;102;nickel mine;;1977;7500
Australia;102;nickel mine;;1977;85868
Botswana;102;nickel mine;;1977;12099
Brazil;102;nickel mine;;1977;4241
Canada;102;nickel mine;;1977;232512
China;102;nickel mine;;1977;10000
Colombia;102;nickel mine;;1977;
Cuba;102;nickel mine;;1977;36750
Dominican Republic;102;nickel mine;;1977;24905
Finland;102;nickel mine;;1977;6810
German Democratic Rep;102;nickel mine;;1977;2500
Greece;102;nickel mine;;1977;9610
Guatemala;102;nickel mine;;1977;298
Indonesia;102;nickel mine;;1977;16100
Morocco;102;nickel mine;;1977;200
Myanmar;102;nickel mine;;1977;17
New Caledonia;102;nickel mine;;1977;116795
Norway;102;nickel mine;;1977;492
Philippines;102;nickel mine;;1977;36781
Poland;102;nickel mine;;1977;1400
Rhodesia;102;nickel mine;;1977;16671
South Africa;102;nickel mine;;1977;21955
Soviet Union;102;nickel mine;;1977;135000
USA;102;nickel mine;;1977;13015
Yugoslavia;102;nickel mine;;1977;
Zimbabwe;102;nickel mine;;1977;
Albania;102;nickel mine;;1978;8000
Australia;102;nickel mine;;1978;82359
Botswana;102;nickel mine;;1978;16049
Brazil;102;nickel mine;;1978;3600
Canada;102;nickel mine;;1978;128310
China;102;nickel mine;;1978;10000
Colombia;102;nickel mine;;1978;
Cuba;102;nickel mine;;1978;34787
Dominican Republic;102;nickel mine;;1978;14302
Finland;102;nickel mine;;1978;5481
German Democratic Rep;102;nickel mine;;1978;2700
Greece;102;nickel mine;;1978;15100
Guatemala;102;nickel mine;;1978;1079
Indonesia;102;nickel mine;;1978;30200
Morocco;102;nickel mine;;1978;100
Myanmar;102;nickel mine;;1978;18
New Caledonia;102;nickel mine;;1978;67156
Norway;102;nickel mine;;1978;499
Philippines;102;nickel mine;;1978;29528
Poland;102;nickel mine;;1978;1300
Rhodesia;102;nickel mine;;1978;15701
South Africa;102;nickel mine;;1978;22500
Soviet Union;102;nickel mine;;1978;140000
USA;102;nickel mine;;1978;12255
Yugoslavia;102;nickel mine;;1978;500
Zimbabwe;102;nickel mine;;1978;
Albania;102;nickel mine;;1979;8500
Australia;102;nickel mine;;1979;69709
Botswana;102;nickel mine;;1979;16173
Brazil;102;nickel mine;;1979;2964
Canada;102;nickel mine;;1979;126482
China;102;nickel mine;;1979;11000
Colombia;102;nickel mine;;1979;0
Cuba;102;nickel mine;;1979;32324
Dominican Republic;102;nickel mine;;1979;25112
Finland;102;nickel mine;;1979;6618
German Democratic Rep;102;nickel mine;;1979;2500
Greece;102;nickel mine;;1979;14632
Guatemala;102;nickel mine;;1979;6206
Indonesia;102;nickel mine;;1979;35800
Morocco;102;nickel mine;;1979;500
Myanmar;102;nickel mine;;1979;18
New Caledonia;102;nickel mine;;1979;80464
Norway;102;nickel mine;;1979;593
Philippines;102;nickel mine;;1979;33287
Poland;102;nickel mine;;1979;1200
Rhodesia;102;nickel mine;;1979;14591
South Africa;102;nickel mine;;1979;25300
Soviet Union;102;nickel mine;;1979;145000
USA;102;nickel mine;;1979;13667
Yugoslavia;102;nickel mine;;1979;500
Zimbabwe;102;nickel mine;;1979;
Albania;102;nickel mine;;1980;8500
Australia;102;nickel mine;;1980;74323
Botswana;102;nickel mine;;1980;15442
Brazil;102;nickel mine;;1980;5838
Canada;102;nickel mine;;1980;184802
China;102;nickel mine;;1980;11000
Colombia;102;nickel mine;;1980;0
Cuba;102;nickel mine;;1980;38207
Dominican Republic;102;nickel mine;;1980;16350
Finland;102;nickel mine;;1980;6550
German Democratic Rep;102;nickel mine;;1980;2700
Greece;102;nickel mine;;1980;13900
Guatemala;102;nickel mine;;1980;6744
Indonesia;102;nickel mine;;1980;40600
Morocco;102;nickel mine;;1980;500
Myanmar;102;nickel mine;;1980;14
New Caledonia;102;nickel mine;;1980;86592
Norway;102;nickel mine;;1980;508
Philippines;102;nickel mine;;1980;47114
Poland;102;nickel mine;;1980;1100
Rhodesia;102;nickel mine;;1980;
South Africa;102;nickel mine;;1980;25700
Soviet Union;102;nickel mine;;1980;143000
USA;102;nickel mine;;1980;13293
Yugoslavia;102;nickel mine;;1980;500
Zimbabwe;102;nickel mine;;1980;15075
Albania;102;nickel mine;;1981;8800
Australia;102;nickel mine;;1981;74355
Botswana;102;nickel mine;;1981;18279
Brazil;102;nickel mine;;1981;6567
Canada;102;nickel mine;;1981;160247
China;102;nickel mine;;1981;11000
Colombia;102;nickel mine;;1981;0
Cuba;102;nickel mine;;1981;40260
Dominican Republic;102;nickel mine;;1981;19020
Finland;102;nickel mine;;1981;7557
German Democratic Rep;102;nickel mine;;1981;2700
Greece;102;nickel mine;;1981;10900
Guatemala;102;nickel mine;;1981;
Indonesia;102;nickel mine;;1981;49400
Morocco;102;nickel mine;;1981;500
Myanmar;102;nickel mine;;1981;20
New Caledonia;102;nickel mine;;1981;78090
Norway;102;nickel mine;;1981;489
Philippines;102;nickel mine;;1981;29247
Poland;102;nickel mine;;1981;1000
