Country;commodity_code;commodity_desc;Sub-commodity;year;value
Albania;42;copper refined;;1992;1200
Argentina;42;copper refined;;1992;16000
Australia;42;copper refined;;1992;316000
Austria;42;copper refined;;1992;54680
Belgium;42;copper refined;;1992;367300
Brazil;42;copper refined;;1992;156775
Bulgaria;42;copper refined;;1992;18008
Canada;42;copper refined;;1992;539302
Chile;42;copper refined;;1992;1242300
China;42;copper refined;;1992;659200
Congo, Democratic Republic;42;copper refined;;1992;57200
Cyprus;42;copper refined;;1992;
Czechoslovakia;42;copper refined;;1992;25000
Egypt;42;copper refined;;1992;4000
Finland;42;copper refined;;1992;71352
France;42;copper refined;;1992;43200
Germany;42;copper refined;;1992;581400
Hungary;42;copper refined;;1992;4100
India;42;copper refined;;1992;45255
Indonesia;42;copper refined;;1992;
Iran;42;copper refined;;1992;101800
Italy;42;copper refined;;1992;76000
Japan;42;copper refined;;1992;1160859
Kazakhstan;42;copper refined;;1992;340000
Korea (Rep. of);42;copper refined;;1992;209757
Korea, Dem. P.R. of;42;copper refined;;1992;28000
Laos;42;copper refined;;1992;
Mexico;42;copper refined;;1992;203006
Mongolia;42;copper refined;;1992;
Myanmar;42;copper refined;;1992;
Norway;42;copper refined;;1992;39259
Oman;42;copper refined;;1992;11383
Peru;42;copper refined;;1992;251141
Philippines;42;copper refined;;1992;145674
Poland;42;copper refined;;1992;387010
Romania;42;copper refined;;1992;26500
Russia;42;copper refined;;1992;575400
Serbia and Montenegro;42;copper refined;;1992;114763
Slovakia;42;copper refined;;1992;0
South Africa;42;copper refined;;1992;120100
Spain;42;copper refined;;1992;179117
Sweden;42;copper refined;;1992;101634
Thailand;42;copper refined;;1992;
Turkey;42;copper refined;;1992;100100
USA;42;copper refined;;1992;2143815
Ukraine;42;copper refined;;1992;
United Kingdom;42;copper refined;;1992;42067
Uzbekistan;42;copper refined;;1992;70000
Zambia;42;copper refined;;1992;441554
Zimbabwe;42;copper refined;;1992;22400
Albania;42;copper refined;;1993;
Argentina;42;copper refined;;1993;15000
Australia;42;copper refined;;1993;334000
Austria;42;copper refined;;1993;53036
Belgium;42;copper refined;;1993;378890
Brazil;42;copper refined;;1993;161102
Bulgaria;42;copper refined;;1993;26347
Canada;42;copper refined;;1993;561580
Chile;42;copper refined;;1993;1268200
China;42;copper refined;;1993;730332
Congo, Democratic Republic;42;copper refined;;1993;40000
Cyprus;42;copper refined;;1993;
Czechoslovakia;42;copper refined;;1993;
Egypt;42;copper refined;;1993;
Finland;42;copper refined;;1993;73373
France;42;copper refined;;1993;44120
Germany;42;copper refined;;1993;631900
Hungary;42;copper refined;;1993;
India;42;copper refined;;1993;36815
Indonesia;42;copper refined;;1993;
Iran;42;copper refined;;1993;101479
Italy;42;copper refined;;1993;90300
Japan;42;copper refined;;1993;1188776
Kazakhstan;42;copper refined;;1993;317485
Korea (Rep. of);42;copper refined;;1993;219519
Korea, Dem. P.R. of;42;copper refined;;1993;20000
Laos;42;copper refined;;1993;
Mexico;42;copper refined;;1993;124531
Mongolia;42;copper refined;;1993;
Myanmar;42;copper refined;;1993;
Norway;42;copper refined;;1993;37206
Oman;42;copper refined;;1993;20500
Peru;42;copper refined;;1993;259700
Philippines;42;copper refined;;1993;165954
Poland;42;copper refined;;1993;404170
Romania;42;copper refined;;1993;25000
Russia;42;copper refined;;1993;562200
