Country;commodity_code;commodity_desc;Sub-commodity;year;value
Argentina;154;zinc slab;;1970;32000
Australia;154;zinc slab;;1970;260594
Austria;154;zinc slab;;1970;16018
Belgium;154;zinc slab;;1970;241237
Brazil;154;zinc slab;;1970;11000
Bulgaria;154;zinc slab;;1970;76100
Canada;154;zinc slab;;1970;413196
China;154;zinc slab;;1970;100000
Finland;154;zinc slab;;1970;57000
France;154;zinc slab;;1970;223674
German Democratic Rep;154;zinc slab;;1970;15000
German Federal Republic;154;zinc slab;;1970;301200
India;154;zinc slab;;1970;23415
Italy;154;zinc slab;;1970;142082
Japan;154;zinc slab;;1970;676250
Korea (Rep. of);154;zinc slab;;1970;2300
Korea, Dem. P.R. of;154;zinc slab;;1970;90000
Mexico;154;zinc slab;;1970;84600
Netherlands;154;zinc slab;;1970;46700
Norway;154;zinc slab;;1970;61400
Peru;154;zinc slab;;1970;71011
Poland;154;zinc slab;;1970;209000
Romania;154;zinc slab;;1970;60000
South Africa;154;zinc slab;;1970;27100
Soviet Union;154;zinc slab;;1970;570000
Spain;154;zinc slab;;1970;89100
USA;154;zinc slab;;1970;866332
United Kingdom;154;zinc slab;;1970;146597
Yugoslavia;154;zinc slab;;1970;65022
Zaire;154;zinc slab;;1970;63744
Zambia;154;zinc slab;;1970;53456
Argentina;154;zinc slab;;1971;33500
Australia;154;zinc slab;;1971;258699
Austria;154;zinc slab;;1971;15969
Belgium;154;zinc slab;;1971;212712
Brazil;154;zinc slab;;1971;16300
Bulgaria;154;zinc slab;;1971;79000
Canada;154;zinc slab;;1971;372529
China;154;zinc slab;;1971;100000
Finland;154;zinc slab;;1971;63700
France;154;zinc slab;;1971;210688
German Democratic Rep;154;zinc slab;;1971;15000
German Federal Republic;154;zinc slab;;1971;262600
India;154;zinc slab;;1971;21219
Italy;154;zinc slab;;1971;138919
Japan;154;zinc slab;;1971;717728
Korea (Rep. of);154;zinc slab;;1971;9200
Korea, Dem. P.R. of;154;zinc slab;;1971;100000
Mexico;154;zinc slab;;1971;83400
Netherlands;154;zinc slab;;1971;41400
Norway;154;zinc slab;;1971;62560
Peru;154;zinc slab;;1971;59143
Poland;154;zinc slab;;1971;220000
Romania;154;zinc slab;;1971;60000
South Africa;154;zinc slab;;1971;42400
Soviet Union;154;zinc slab;;1971;635000
Spain;154;zinc slab;;1971;89309
USA;154;zinc slab;;1971;768709
United Kingdom;154;zinc slab;;1971;116464
Yugoslavia;154;zinc slab;;1971;53109
Zaire;154;zinc slab;;1971;62673
Zambia;154;zinc slab;;1971;57066
