Country;commodity_code;commodity_desc;Sub-commodity;year;value
Albania;102;nickel mine;;2002;
Australia;102;nickel mine;;2002;207800
Botswana;102;nickel mine;;2002;23896
Brazil;102;nickel mine;;2002;44928
Canada;102;nickel mine;;2002;189297
China;102;nickel mine;;2002;53700
Colombia;102;nickel mine;;2002;58500
Cuba;102;nickel mine;;2002;71300
Dominican Republic;102;nickel mine;;2002;37521
Finland;102;nickel mine;;2002;3500
Greece;102;nickel mine;;2002;22700
Guatemala;102;nickel mine;;2002;
Indonesia;102;nickel mine;;2002;121600
Kazakhstan;102;nickel mine;;2002;
Kosovo;102;nickel mine;;2002;
Madagascar;102;nickel mine;;2002;
Morocco;102;nickel mine;;2002;
Myanmar;102;nickel mine;;2002;
New Caledonia;102;nickel mine;;2002;99841
North Macedonia;102;nickel mine;;2002;
Norway;102;nickel mine;;2002;2052
Papua New Guinea;102;nickel mine;;2002;
Philippines;102;nickel mine;;2002;24234
Poland;102;nickel mine;;2002;
Russia;102;nickel mine;;2002;267300
South Africa;102;nickel mine;;2002;38546
Spain;102;nickel mine;;2002;0
Turkey;102;nickel mine;;2002;0
USA;102;nickel mine;;2002;
Ukraine;102;nickel mine;;2002;
Venezuela;102;nickel mine;;2002;17000
Vietnam;102;nickel mine;;2002;
Zambia;102;nickel mine;;2002;
Zimbabwe;102;nickel mine;;2002;7835
Albania;102;nickel mine;;2003;
Australia;102;nickel mine;;2003;191000
Botswana;102;nickel mine;;2003;27400
Brazil;102;nickel mine;;2003;45456
Canada;102;nickel mine;;2003;163244
China;102;nickel mine;;2003;61100
Colombia;102;nickel mine;;2003;70800
Cuba;102;nickel mine;;2003;74000
Dominican Republic;102;nickel mine;;2003;26486
Finland;102;nickel mine;;2003;3400
Greece;102;nickel mine;;2003;19100
Guatemala;102;nickel mine;;2003;
Indonesia;102;nickel mine;;2003;143900
Kazakhstan;102;nickel mine;;2003;0
Kosovo;102;nickel mine;;2003;
Madagascar;102;nickel mine;;2003;
Morocco;102;nickel mine;;2003;
Myanmar;102;nickel mine;;2003;
New Caledonia;102;nickel mine;;2003;112013
North Macedonia;102;nickel mine;;2003;5600
Norway;102;nickel mine;;2003;0
Papua New Guinea;102;nickel mine;;2003;
Philippines;102;nickel mine;;2003;19537
Poland;102;nickel mine;;2003;
Russia;102;nickel mine;;2003;291000
South Africa;102;nickel mine;;2003;40842
Spain;102;nickel mine;;2003;0
Turkey;102;nickel mine;;2003;500
USA;102;nickel mine;;2003;
Ukraine;102;nickel mine;;2003;0
Venezuela;102;nickel mine;;2003;18800
Vietnam;102;nickel mine;;2003;
Zambia;102;nickel mine;;2003;
Zimbabwe;102;nickel mine;;2003;6678
Albania;102;nickel mine;;2004;
Australia;102;nickel mine;;2004;187000
Botswana;102;nickel mine;;2004;22292
Brazil;102;nickel mine;;2004;44928
Canada;102;nickel mine;;2004;186694
China;102;nickel mine;;2004;75600
Colombia;102;nickel mine;;2004;75100
Cuba;102;nickel mine;;2004;71900
Dominican Republic;102;nickel mine;;2004;29484
Finland;102;nickel mine;;2004;3951
Greece;102;nickel mine;;2004;19000
Guatemala;102;nickel mine;;2004;
Indonesia;102;nickel mine;;2004;142700
Kazakhstan;102;nickel mine;;2004;0
Kosovo;102;nickel mine;;2004;
Madagascar;102;nickel mine;;2004;
Morocco;102;nickel mine;;2004;100
Myanmar;102;nickel mine;;2004;
