Country;commodity_code;commodity_desc;Sub-commodity;year;value
Albania;40;copper mine;;2012;5691
Argentina;40;copper mine;;2012;135700
Armenia;40;copper mine;;2012;40908
Australia;40;copper mine;;2012;921390
Azerbaijan;40;copper mine;;2012;502
Bolivia;40;copper mine;;2012;8700
Botswana;40;copper mine;;2012;35768
Brazil;40;copper mine;;2012;223141
Bulgaria;40;copper mine;;2012;118255
Canada;40;copper mine;;2012;580082
Chile;40;copper mine;;2012;5433900
China;40;copper mine;;2012;1576800
Colombia;40;copper mine;;2012;781
Congo, Democratic Republic;40;copper mine;;2012;619942
Cyprus;40;copper mine;;2012;4328
Dominican Republic;40;copper mine;;2012;11737
Ecuador;40;copper mine;;2012;1800
Eritrea;40;copper mine;;2012;0
Finland;40;copper mine;;2012;25446
Georgia;40;copper mine;;2012;6800
India;40;copper mine;;2012;29281
Indonesia;40;copper mine;;2012;398100
Iran;40;copper mine;;2012;245500
Kazakhstan;40;copper mine;;2012;426800
Korea, Dem. P.R. of;40;copper mine;;2012;17000
Kyrgyzstan;40;copper mine;;2012;0
Laos;40;copper mine;;2012;149580
Mauritania;40;copper mine;;2012;37670
Mexico;40;copper mine;;2012;500275
Mongolia;40;copper mine;;2012;123900
Morocco;40;copper mine;;2012;14750
Myanmar;40;copper mine;;2012;25000
Namibia;40;copper mine;;2012;5304
North Macedonia;40;copper mine;;2012;10600
Oman;40;copper mine;;2012;19684
Pakistan;40;copper mine;;2012;23900
Panama;40;copper mine;;2012;
Papua New Guinea;40;copper mine;;2012;125326
Peru;40;copper mine;;2012;1298761
Philippines;40;copper mine;;2012;65444
Poland;40;copper mine;;2012;427064
Portugal;40;copper mine;;2012;74043
Romania;40;copper mine;;2012;5902
Russia;40;copper mine;;2012;582900
Saudi Arabia;40;copper mine;;2012;4410
Serbia;40;copper mine;;2012;32200
Slovakia;40;copper mine;;2012;31
South Africa;40;copper mine;;2012;88800
Spain;40;copper mine;;2012;99894
Sweden;40;copper mine;;2012;82422
Tajikistan;40;copper mine;;2012;
Tanzania;40;copper mine;;2012;5840
Turkey;40;copper mine;;2012;104300
USA;40;copper mine;;2012;1166800
Uzbekistan;40;copper mine;;2012;95600
Vietnam;40;copper mine;;2012;12716
Zambia;40;copper mine;;2012;695200
Zimbabwe;40;copper mine;;2012;6665
Albania;40;copper mine;;2013;5087
Argentina;40;copper mine;;2013;109600
Armenia;40;copper mine;;2013;48891
Australia;40;copper mine;;2013;1000999
Azerbaijan;40;copper mine;;2013;327
Bolivia;40;copper mine;;2013;7549
Botswana;40;copper mine;;2013;48500
Brazil;40;copper mine;;2013;270979
Bulgaria;40;copper mine;;2013;115149
Canada;40;copper mine;;2013;652595
Chile;40;copper mine;;2013;5776000
China;40;copper mine;;2013;1715150
Colombia;40;copper mine;;2013;659
Congo, Democratic Republic;40;copper mine;;2013;922016
Cyprus;40;copper mine;;2013;3631
Dominican Republic;40;copper mine;;2013;10379
Ecuador;40;copper mine;;2013;4700
Eritrea;40;copper mine;;2013;21800
Finland;40;copper mine;;2013;38763
Georgia;40;copper mine;;2013;10000
India;40;copper mine;;2013;32194
Indonesia;40;copper mine;;2013;509300
Iran;40;copper mine;;2013;222900
Kazakhstan;40;copper mine;;2013;454400
Korea, Dem. P.R. of;40;copper mine;;2013;6700
Kyrgyzstan;40;copper mine;;2013;0
Laos;40;copper mine;;2013;154915
Mauritania;40;copper mine;;2013;37970
Mexico;40;copper mine;;2013;480124
Mongolia;40;copper mine;;2013;189000
Morocco;40;copper mine;;2013;11575
Myanmar;40;copper mine;;2013;33000
Namibia;40;copper mine;;2013;4896
North Macedonia;40;copper mine;;2013;11700
Oman;40;copper mine;;2013;10906
Pakistan;40;copper mine;;2013;20700
Panama;40;copper mine;;2013;
Papua New Guinea;40;copper mine;;2013;105523
Peru;40;copper mine;;2013;1375641
Philippines;40;copper mine;;2013;90861
Poland;40;copper mine;;2013;428879
Portugal;40;copper mine;;2013;77236
Romania;40;copper mine;;2013;6800
Russia;40;copper mine;;2013;655900
Saudi Arabia;40;copper mine;;2013;5095
Serbia;40;copper mine;;2013;36200
Slovakia;40;copper mine;;2013;40
South Africa;40;copper mine;;2013;80821
Spain;40;copper mine;;2013;104600
Sweden;40;copper mine;;2013;82904
Tajikistan;40;copper mine;;2013;600
Tanzania;40;copper mine;;2013;21140
